ip,https_token,prefix_suffix,shortening_service,domain_in_brand,suspicious_tld,statistical_report,length_url,length_hostname,nb_dots,nb_hyphens,nb_qm,nb_and,nb_eq,nb_underscore,nb_slash,nb_www,nb_com,ratio_digits_url,ratio_digits_host,nb_subdomains,nb_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,status
0,1,0,0,0,0,0,38,27,2,0,0,0,0,0,3,0,0,0.0,0.0,2,1,3,0,3,8,3,14,14,3,8.333333333,11.0,3.0,0,legitimate
0,0,0,0,1,0,0,47,16,2,0,0,0,0,0,4,0,0,0.0,0.0,2,1,4,1,4,5,4,17,6,17,8.0,5.5,10.5,2,phishing
0,0,0,0,0,0,0,119,25,1,8,0,0,0,0,6,0,0,0.092436975,0.0,1,0,13,0,1,3,1,47,8,47,7.307692308,4.5,8.555555556,0,phishing
1,1,0,0,0,0,0,61,11,3,0,0,0,0,0,5,0,0,0.213114754,0.0,3,0,5,1,4,4,4,25,4,25,8.6,4.0,9.75,0,phishing
0,1,1,0,0,0,0,50,23,2,1,0,0,0,0,4,1,0,0.0,0.0,2,3,5,3,3,3,5,15,15,7,7.0,9.0,5.666666667,0,legitimate
0,0,1,0,0,0,0,52,23,2,1,0,0,0,0,4,1,0,0.0,0.0,2,0,5,5,3,3,9,10,7,10,7.2,5.666666667,9.5,0,legitimate
0,1,0,0,0,0,0,51,16,3,0,0,0,0,0,5,0,1,0.0,0.0,3,1,6,1,3,12,3,12,12,7,5.833333333,12.0,4.6,2,phishing
0,1,0,0,0,0,0,26,18,2,0,0,0,0,0,3,1,0,0.076923077,0.111111111,2,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,phishing
0,1,0,0,1,0,0,50,17,3,2,0,0,0,0,3,0,1,0.0,0.0,3,1,5,0,4,4,6,9,6,9,6.6,5.0,7.666666667,0,legitimate
0,1,0,0,0,0,0,50,16,2,0,0,0,0,3,4,0,0,0.0,0.0,2,1,7,0,3,5,3,6,6,6,4.714285714,5.5,4.4,0,legitimate
0,1,0,1,0,0,0,58,41,5,0,0,0,0,0,3,0,0,0.0,0.0,3,0,6,1,1,1,4,24,24,4,7.0,8.5,4.0,0,phishing
0,0,0,0,0,0,0,66,12,2,0,0,0,0,0,3,1,0,0.242424242,0.0,2,0,17,5,2,3,2,5,5,2,2.235294118,4.0,2.0,0,phishing
0,0,0,0,0,0,0,29,20,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,legitimate
0,1,0,0,0,0,0,23,15,3,0,0,0,0,0,3,1,0,0.0,0.0,3,1,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,legitimate
0,1,0,0,0,0,0,50,16,1,0,0,0,0,2,4,0,0,0.0,0.0,1,1,5,1,4,12,4,12,12,8,7.0,12.0,5.75,0,legitimate
0,1,0,0,0,0,0,63,18,2,0,0,0,0,1,5,0,0,0.031746032,0.0,2,0,7,3,3,14,3,14,14,7,6.571428571,14.0,5.333333333,1,phishing
0,1,0,0,0,0,0,50,20,3,0,0,0,0,0,5,1,0,0.0,0.0,3,0,6,3,3,3,3,12,12,6,5.666666667,7.5,4.75,0,phishing
0,0,0,0,0,0,0,35,26,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,19,19,0,11.0,11.0,0.0,0,legitimate
1,0,0,0,0,0,0,68,22,2,0,0,0,0,0,4,0,0,0.264705882,0.0,2,0,4,2,4,8,4,32,9,32,13.25,8.5,18.0,0,phishing
0,1,0,0,0,0,0,45,22,1,0,0,0,0,0,4,0,0,0.0,0.0,1,0,2,0,14,18,14,18,18,14,16.0,18.0,14.0,0,legitimate
1,0,1,0,0,0,0,103,13,2,8,0,0,0,0,6,0,0,0.116504854,0.0,2,0,13,2,2,4,2,11,4,11,6.0,4.0,6.363636364,0,legitimate
0,1,0,0,0,0,0,68,19,2,0,0,0,0,2,5,0,0,0.014705882,0.0,2,3,7,0,1,15,1,15,15,12,7.285714286,15.0,6.0,1,phishing
1,0,0,0,0,0,0,342,19,5,6,0,5,4,0,5,1,0,0.415204678,0.0,3,0,30,17,2,3,2,34,8,34,9.9,5.5,10.21428571,1,phishing
0,1,0,0,0,0,0,45,18,3,0,0,0,0,1,3,1,0,0.0,0.0,3,3,5,5,3,3,3,10,10,8,6.0,6.5,5.666666667,0,legitimate
0,0,0,0,0,0,0,25,16,1,0,0,0,0,0,3,0,0,0.0,0.0,1,0,1,0,12,12,0,12,12,0,12.0,12.0,0.0,0,legitimate
0,1,1,0,0,0,0,120,13,3,6,0,0,0,0,10,1,0,0.0,0.0,3,3,17,8,1,3,1,9,5,9,5.470588235,4.0,5.666666667,0,legitimate
1,1,1,0,0,0,0,82,16,3,1,1,0,0,0,4,1,0,0.256097561,0.0625,3,1,7,8,2,3,2,32,8,32,9.285714286,5.5,10.8,2,phishing
0,1,0,0,0,0,1,40,19,2,0,0,0,0,1,3,1,0,0.0,0.0,2,1,4,4,3,3,4,11,11,8,6.5,7.0,6.0,0,legitimate
0,0,0,1,1,0,0,31,22,2,0,0,0,0,0,3,0,0,0.064516129,0.090909091,2,0,2,0,8,8,0,9,9,0,8.5,8.5,0.0,0,phishing
0,0,0,0,0,0,0,24,15,3,0,0,0,0,0,3,1,0,0.0,0.0,3,0,2,4,3,3,0,4,4,0,3.5,3.5,0.0,0,legitimate
0,0,0,0,0,0,0,26,17,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,legitimate
0,0,0,0,0,0,0,85,14,2,7,0,0,0,0,7,1,0,0.094117647,0.0,2,0,13,5,1,3,1,9,6,9,4.615384615,4.5,4.636363636,1,legitimate
1,0,1,0,0,0,0,127,50,4,1,1,2,3,2,4,0,1,0.125984252,0.0,3,1,13,4,2,3,2,17,13,17,7.769230769,8.4,7.375,0,phishing
0,0,0,0,0,0,0,20,11,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,4,3,3,0,4,4,0,3.5,3.5,0.0,0,legitimate
0,1,1,0,0,0,0,40,16,3,1,0,0,0,0,4,0,0,0.0,0.0,3,2,6,0,2,4,2,7,7,5,4.0,5.5,3.25,0,phishing
0,0,0,0,1,0,0,73,15,4,0,1,1,2,0,5,0,1,0.0,0.0,3,0,11,2,2,4,2,9,6,9,4.636363636,5.0,4.555555556,0,legitimate
0,1,0,0,0,0,0,39,17,2,0,0,0,0,0,4,1,0,0.0,0.0,2,1,4,3,3,3,6,9,9,7,6.25,6.0,6.5,0,legitimate
0,1,0,0,0,0,0,124,16,3,3,1,2,3,3,6,0,0,0.008064516,0.0625,3,0,17,0,2,2,2,11,8,11,5.588235294,5.0,5.666666667,3,phishing
0,1,0,0,0,0,0,44,21,2,0,0,0,0,0,5,1,0,0.022727273,0.0,2,1,4,5,2,3,2,13,13,11,7.25,8.0,6.5,0,phishing
0,0,0,0,0,0,0,56,27,3,2,0,0,0,0,3,1,0,0.017857143,0.037037037,3,0,6,4,3,3,3,19,19,7,6.5,11.0,4.25,0,legitimate
1,1,0,0,0,0,0,33,25,3,0,0,0,0,0,3,0,0,0.272727273,0.36,3,0,3,0,2,2,0,11,11,0,6.333333333,6.333333333,0.0,1,phishing
1,1,1,1,0,0,0,169,21,3,1,1,1,4,0,6,1,0,0.153846154,0.0,3,2,13,9,2,3,2,43,13,43,11.07692308,8.0,11.63636364,2,phishing
0,1,0,1,0,0,0,21,6,1,0,0,0,0,0,3,0,0,0.142857143,0.0,1,2,2,0,3,3,7,7,3,7,5.0,3.0,7.0,0,phishing
0,1,0,0,0,0,0,119,12,2,8,0,0,0,1,8,1,1,0.0,0.0,2,1,16,4,2,3,2,12,4,12,5.75,3.5,6.071428571,0,legitimate
0,1,0,0,0,0,0,33,25,3,0,0,0,0,0,3,0,0,0.03030303,0.04,3,0,2,0,2,2,0,15,15,0,8.5,8.5,0.0,0,phishing
0,0,0,0,0,0,0,29,11,3,0,0,0,0,0,3,1,0,0.0,0.0,3,0,4,3,3,3,4,4,3,4,3.5,3.0,4.0,0,legitimate
0,0,1,0,0,0,0,50,23,2,1,0,0,0,0,4,1,0,0.0,0.0,2,0,5,4,3,3,7,10,7,10,6.8,5.666666667,8.5,0,legitimate
0,0,0,0,1,0,0,41,28,2,0,0,0,1,2,3,0,0,0.0,0.0,2,0,3,0,1,6,1,17,17,1,8.0,11.5,1.0,0,legitimate
0,1,0,0,1,0,0,126,16,2,3,1,5,6,0,4,0,0,0.103174603,0.0,2,1,25,4,1,5,1,22,6,22,3.64,5.5,3.47826087,0,legitimate
0,1,0,0,0,0,0,69,16,4,0,1,0,1,0,10,1,0,0.014492754,0.0,3,1,14,4,1,3,1,8,8,8,3.214285714,5.5,2.833333333,1,phishing
0,1,0,0,0,0,0,35,27,2,0,0,0,0,0,3,0,0,0.057142857,0.074074074,2,1,2,1,4,4,0,18,18,0,11.0,11.0,0.0,0,phishing
0,1,1,0,0,1,0,69,20,2,1,0,0,0,0,6,0,0,0.0,0.0,2,0,7,0,3,3,3,15,12,15,7.428571429,7.5,7.4,1,phishing
0,0,0,1,1,0,0,35,26,2,0,0,0,0,0,3,0,0,0.085714286,0.115384615,2,0,2,0,8,8,0,13,13,0,10.5,10.5,0.0,0,phishing
0,1,0,0,0,0,0,106,13,7,0,2,0,1,0,14,1,0,0.009433962,0.0,3,0,19,8,2,3,2,6,6,6,3.842105263,4.5,3.764705882,3,phishing
0,1,0,0,0,0,0,53,21,2,0,0,0,0,0,6,1,0,0.075471698,0.0,2,1,6,5,3,3,3,13,13,7,6.166666667,8.0,5.25,0,phishing
0,0,0,0,0,0,0,42,16,3,0,1,0,1,0,3,1,0,0.119047619,0.0,3,0,6,4,2,3,2,8,8,5,4.166666667,5.5,3.5,0,legitimate
1,1,1,0,0,0,0,91,22,2,1,0,0,0,0,7,0,0,0.142857143,0.0,2,1,7,1,2,15,2,32,15,32,10.14285714,15.0,9.333333333,3,phishing
0,1,0,0,0,0,0,79,15,2,0,0,0,0,1,9,1,2,0.0,0.0,2,1,9,4,3,3,3,10,7,10,6.555555556,5.0,7.0,1,phishing
0,1,0,0,0,0,0,26,19,2,0,0,0,0,0,2,1,0,0.0,0.0,2,1,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,legitimate
0,0,0,0,0,0,0,29,20,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,2,5,3,3,0,12,12,0,7.5,7.5,0.0,0,legitimate
0,0,0,0,0,0,0,34,25,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,17,17,0,10.0,10.0,0.0,0,legitimate
0,0,0,0,0,0,0,31,13,3,0,0,0,0,0,3,1,0,0.0,0.0,3,0,4,3,3,3,3,6,6,5,4.25,4.5,4.0,0,phishing
0,1,0,0,0,0,0,24,5,1,0,0,0,0,0,3,0,0,0.125,0.0,1,3,2,0,2,2,11,11,2,11,6.5,2.0,11.0,0,phishing
0,0,0,0,1,0,0,99,15,2,0,0,0,0,0,7,0,0,0.050505051,0.0,2,0,7,5,1,4,1,56,6,56,11.57142857,5.0,14.2,1,phishing
0,1,0,0,0,0,0,76,17,3,6,0,0,0,0,4,1,0,0.065789474,0.0,3,1,11,4,2,3,2,9,9,7,5.0,6.0,4.777777778,0,legitimate
1,1,1,0,0,0,0,76,50,4,1,0,0,0,0,4,0,1,0.065789474,0.0,3,1,7,4,2,3,2,15,13,15,8.428571429,8.4,8.5,0,phishing
0,1,0,0,0,0,0,60,18,4,0,0,0,0,0,7,0,0,0.15,0.0,3,1,9,2,2,3,2,10,10,7,4.555555556,6.5,4.0,1,legitimate
0,1,0,0,0,0,0,19,11,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,4,4,0,3.5,3.5,0.0,0,legitimate
0,1,1,0,0,0,0,64,27,2,1,0,0,0,0,4,1,0,0.046875,0.0,2,1,4,4,3,3,28,28,11,28,12.25,7.0,28.0,0,legitimate
0,0,0,0,1,0,0,33,16,2,0,0,0,0,0,4,0,0,0.0,0.0,2,0,4,1,2,2,3,9,9,4,4.5,5.5,3.5,0,legitimate
1,1,1,0,0,0,2,80,22,3,1,1,0,1,0,3,1,0,0.3,0.0,3,1,8,5,3,3,3,32,7,32,7.875,4.0,11.75,0,phishing
0,1,0,0,0,0,0,56,19,2,0,1,0,1,0,3,0,0,0.0,0.0,2,0,5,3,1,15,1,15,15,12,8.2,15.0,6.5,0,legitimate
1,1,1,0,0,0,0,107,19,2,1,0,0,0,0,10,1,0,0.14953271,0.0,2,0,10,12,2,3,2,32,11,32,8.6,7.0,9.0,3,phishing
0,1,0,0,0,0,0,58,15,2,5,0,0,0,0,4,1,0,0.0,0.0,2,2,8,4,2,3,2,10,7,10,4.875,5.0,4.833333333,0,legitimate
0,0,0,0,0,0,0,52,24,3,0,0,0,0,0,4,0,0,0.0,0.0,3,1,5,2,4,5,4,14,14,7,7.2,9.5,5.666666667,0,phishing
0,1,0,0,0,0,0,41,24,4,0,0,0,0,0,3,1,0,0.0,0.0,3,0,5,4,2,2,3,14,14,5,5.4,6.333333333,4.0,0,phishing
0,1,1,0,0,0,0,54,13,3,1,0,0,0,0,6,0,0,0.0,0.0,3,0,7,0,1,10,1,10,10,8,5.285714286,10.0,4.5,1,phishing
0,0,0,0,0,0,0,38,29,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,21,21,0,12.0,12.0,0.0,0,legitimate
0,1,0,1,1,0,0,45,38,2,0,0,0,0,0,2,0,0,0.022222222,0.026315789,2,1,2,0,8,8,0,25,25,0,16.5,16.5,0.0,0,phishing
0,1,0,0,0,0,0,45,18,3,0,0,0,0,0,3,1,1,0.0,0.0,3,0,4,4,3,3,3,15,10,15,7.75,6.5,9.0,0,legitimate
1,0,1,0,0,0,0,79,13,3,1,0,0,0,0,10,1,0,0.126582278,0.0,3,1,12,6,2,3,2,15,6,15,4.75,4.5,4.8,3,phishing
0,0,0,1,0,0,0,71,62,4,7,0,0,0,0,3,0,0,0.084507042,0.096774194,3,0,11,3,1,1,0,10,10,0,4.363636364,4.363636364,0.0,0,phishing
0,1,0,0,0,0,0,33,15,1,0,0,0,0,0,4,0,1,0.0,0.0,1,1,3,1,4,11,4,11,11,5,6.666666667,11.0,4.5,0,phishing
0,1,0,0,0,0,0,59,8,2,0,0,0,0,0,4,0,0,0.0,0.0,2,0,4,0,3,4,3,23,4,23,11.25,4.0,13.66666667,0,legitimate
0,0,0,1,0,0,0,63,7,3,2,1,0,1,0,4,1,1,0.031746032,0.0,3,2,8,4,3,4,3,8,4,8,5.5,4.0,5.714285714,1,phishing
1,0,0,1,0,0,0,53,44,4,3,0,0,0,0,3,0,1,0.169811321,0.204545455,3,0,7,1,1,1,0,11,11,0,4.857142857,4.857142857,0.0,0,phishing
0,1,0,0,0,0,0,56,19,2,0,0,0,0,0,4,1,1,0.035714286,0.0,2,1,5,6,3,3,6,11,11,11,8.2,7.0,9.0,0,legitimate
0,1,0,0,0,0,0,70,17,2,5,0,0,0,0,5,1,0,0.014285714,0.0,2,1,9,3,1,3,1,12,9,12,5.555555556,6.0,5.428571429,0,legitimate
0,1,0,1,0,0,0,74,15,2,6,0,0,0,0,4,1,1,0.0,0.0,2,0,10,3,2,3,2,9,7,9,5.4,5.0,5.5,0,legitimate
0,1,0,0,0,0,0,46,30,2,0,1,0,0,0,4,1,0,0.043478261,0.0,2,0,3,4,2,3,2,23,23,2,9.333333333,13.0,2.0,0,phishing
0,1,0,0,0,0,0,57,30,3,0,0,0,0,0,4,1,0,0.0,0.0,3,1,5,3,3,3,3,22,22,10,8.4,12.5,5.666666667,0,phishing
0,0,0,0,0,0,0,20,11,1,0,0,0,0,0,3,0,0,0.0,0.0,1,0,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,legitimate
0,1,0,0,0,0,0,46,25,2,0,0,0,0,0,3,1,1,0.0,0.0,2,1,3,4,3,3,13,17,17,13,11.0,10.0,13.0,0,legitimate
0,1,0,0,0,0,0,37,18,2,0,0,0,0,0,4,1,0,0.0,0.0,2,1,3,3,3,3,10,10,10,10,7.666666667,6.5,10.0,0,phishing
0,1,0,1,0,0,0,62,22,3,0,1,0,1,1,4,1,0,0.0,0.0,3,0,7,3,3,3,3,14,14,7,6.285714286,8.5,5.4,0,phishing
1,0,0,0,0,0,0,135,17,2,0,1,4,5,0,3,0,0,0.222222222,0.0,2,0,13,13,4,4,4,17,8,17,8.384615385,6.0,8.818181818,0,phishing
0,0,0,0,0,0,0,36,27,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,2,4,3,3,0,19,19,0,11.0,11.0,0.0,0,legitimate
1,1,0,1,0,0,0,106,27,4,0,1,0,1,1,9,0,0,0.103773585,0.0,3,0,15,1,2,3,2,19,19,9,5.4,11.0,4.538461538,0,phishing
1,1,0,0,0,0,0,66,25,1,0,0,0,0,0,6,0,1,0.166666667,0.0,1,1,5,2,2,21,2,21,21,13,10.2,21.0,7.5,1,phishing
0,1,0,0,0,0,0,60,20,2,2,0,0,0,0,5,1,0,0.0,0.0,2,0,6,3,3,3,6,12,12,8,7.166666667,7.5,7.0,0,legitimate
0,1,0,0,0,0,0,36,25,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,3,4,3,3,3,17,17,3,7.666666667,10.0,3.0,0,legitimate
0,1,0,0,0,0,2,36,28,2,0,0,0,0,0,3,0,0,0.027777778,0.035714286,2,1,2,1,11,11,0,12,12,0,11.5,11.5,0.0,1,phishing
0,0,0,0,0,0,0,29,20,2,0,0,0,0,0,3,0,0,0.068965517,0.1,2,0,2,0,5,5,0,11,11,0,8.0,8.0,0.0,0,phishing
1,1,1,0,0,0,0,90,17,3,4,0,0,0,3,8,1,0,0.144444444,0.0,3,1,16,7,2,3,2,8,4,8,4.0,3.666666667,4.076923077,1,legitimate
1,1,1,0,0,0,0,98,26,2,2,0,0,0,0,9,1,0,0.295918367,0.0,2,2,10,4,2,3,2,32,10,32,7.8,7.0,8.142857143,2,phishing
0,1,1,0,0,0,0,99,25,3,3,0,0,0,1,6,1,1,0.01010101,0.0,3,4,11,4,3,3,3,18,11,18,7.090909091,6.333333333,7.375,0,legitimate
0,0,0,1,0,0,2,109,21,4,0,1,0,1,0,4,0,0,0.064220183,0.0,3,0,9,1,2,4,2,47,12,47,9.888888889,8.0,10.42857143,1,phishing
0,1,0,0,0,0,0,72,14,2,5,0,0,0,0,5,1,0,0.0,0.0,2,1,10,3,2,3,2,9,6,9,5.2,4.5,5.375,0,legitimate
1,0,1,0,0,0,0,125,50,4,1,1,2,3,2,4,0,1,0.112,0.0,3,1,12,2,2,3,2,17,13,17,8.25,8.4,8.142857143,0,phishing
0,1,0,0,0,0,0,33,12,1,0,0,0,0,0,5,0,0,0.0,0.0,1,0,3,0,4,8,4,8,8,7,6.333333333,8.0,5.5,0,phishing
0,1,0,1,0,0,0,54,38,5,2,0,0,0,0,3,0,0,0.0,0.0,3,0,8,3,1,1,3,7,7,4,4.5,4.833333333,3.5,0,phishing
0,1,0,0,0,0,0,53,15,3,1,0,0,0,0,6,0,0,0.132075472,0.0,3,0,9,1,3,3,3,7,7,5,3.777777778,5.0,3.428571429,0,legitimate
0,1,0,0,0,0,0,41,25,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,3,5,3,3,8,17,17,8,9.333333333,10.0,8.0,0,legitimate
1,0,1,0,0,0,0,128,50,4,1,1,2,3,2,5,0,1,0.1796875,0.0,3,1,13,4,2,3,2,17,13,17,7.769230769,8.4,7.375,0,phishing
0,1,0,0,0,0,0,56,14,4,0,1,0,1,2,3,1,0,0.089285714,0.071428571,3,1,8,5,2,3,2,9,4,9,4.5,3.5,4.833333333,0,legitimate
0,1,0,0,0,0,0,18,11,1,0,0,0,0,0,2,0,0,0.0,0.0,1,0,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,legitimate
0,1,0,0,0,0,0,69,16,2,0,0,0,1,3,6,1,0,0.0,0.0,2,1,10,3,2,3,2,8,8,8,4.9,5.5,4.75,0,legitimate
0,0,0,0,0,0,0,29,14,3,0,1,0,1,0,3,0,0,0.103448276,0.0,3,0,4,0,1,3,1,4,4,3,2.75,3.5,2.0,0,legitimate
0,1,1,0,0,0,0,88,20,1,8,0,0,0,0,4,0,1,0.0,0.0,1,1,11,2,1,7,1,10,8,10,6.090909091,7.5,5.777777778,0,legitimate
0,0,0,0,0,0,0,19,10,1,0,0,0,0,0,3,0,0,0.0,0.0,1,0,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,legitimate
0,1,0,1,1,0,0,34,27,2,0,0,0,0,0,2,0,0,0.029411765,0.037037037,2,1,2,0,8,8,0,14,14,0,11.0,11.0,0.0,0,phishing
0,0,0,0,1,0,0,37,16,2,0,0,0,0,0,4,0,0,0.0,0.0,2,0,4,1,2,2,4,9,9,7,5.5,5.5,5.5,0,legitimate
0,0,1,0,0,0,0,52,22,4,1,0,0,0,0,4,1,0,0.038461538,0.0,3,1,6,3,2,3,2,13,6,13,5.333333333,4.333333333,6.333333333,1,phishing
0,1,0,0,0,0,0,51,31,1,2,0,0,0,0,4,0,0,0.019607843,0.032258065,1,1,5,0,5,6,5,10,10,6,7.2,8.333333333,5.5,0,phishing
0,1,0,0,0,0,0,123,34,4,0,0,0,0,0,5,0,0,0.073170732,0.029411765,3,0,6,3,3,4,3,76,12,76,17.66666667,6.75,39.5,0,phishing
0,1,1,0,0,0,0,39,31,6,1,0,0,0,0,3,0,0,0.025641026,0.032258065,3,0,7,1,1,1,0,8,8,0,3.142857143,3.142857143,0.0,0,phishing
1,1,0,0,0,0,2,396,68,19,10,2,11,13,1,5,0,2,0.186868687,0.161764706,3,1,58,6,1,2,1,14,11,14,5.637931034,5.5,5.666666667,4,phishing
0,0,0,0,0,0,0,34,25,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,6,3,3,0,17,17,0,10.0,10.0,0.0,0,legitimate
1,1,0,0,0,0,0,112,24,3,0,0,0,0,8,7,0,0,0.116071429,0.0,3,0,13,1,1,8,1,11,11,11,6.615384615,9.5,6.090909091,2,legitimate
0,1,0,0,1,0,0,45,16,2,0,0,0,0,0,4,0,0,0.0,0.0,2,2,4,3,4,5,4,16,6,16,7.75,5.5,10.0,2,phishing
0,0,0,0,0,0,0,22,13,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,legitimate
0,1,1,1,0,0,0,155,22,3,2,1,2,1,6,6,1,0,0.025806452,0.0,3,1,18,4,1,3,1,15,14,15,7.0,8.5,6.8125,3,phishing
0,1,0,0,0,0,0,29,21,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,4,3,3,0,13,13,0,8.0,8.0,0.0,1,legitimate
0,0,0,0,0,0,0,26,17,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,2,4,3,3,0,10,10,0,6.5,6.5,0.0,0,legitimate
0,0,0,0,1,0,0,39,16,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,3,4,3,3,14,14,8,14,8.333333333,5.5,14.0,0,legitimate
0,1,0,1,1,0,0,44,37,2,0,0,0,0,0,2,0,0,0.0,0.0,2,1,2,0,8,8,0,24,24,0,16.0,16.0,0.0,0,phishing
1,1,1,0,0,0,0,127,50,4,1,1,2,3,2,5,0,1,0.141732283,0.0,3,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,phishing
0,0,0,0,0,0,0,199,15,2,1,0,0,0,0,4,0,0,0.140703518,0.0,2,0,4,3,2,2,6,167,8,167,45.75,5.0,86.5,0,phishing
1,1,0,0,0,0,0,56,15,2,0,0,0,0,0,4,1,0,0.321428571,0.0,2,0,3,4,3,3,32,32,7,32,14.0,5.0,32.0,0,phishing
0,1,0,0,0,0,0,65,43,2,0,0,0,0,0,4,0,0,0.076923077,0.11627907,2,1,3,3,13,18,13,20,20,13,17.0,19.0,13.0,0,phishing
0,1,0,0,0,0,0,24,16,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,legitimate
0,1,0,1,0,0,0,72,38,5,2,0,0,0,0,4,0,1,0.083333333,0.157894737,3,0,9,1,1,1,3,17,8,17,5.777777778,4.833333333,7.666666667,0,phishing
0,1,1,0,0,0,0,45,15,2,1,0,0,0,0,6,1,0,0.0,0.0,2,1,6,4,1,3,1,8,7,8,4.666666667,5.0,4.5,0,legitimate
0,1,0,0,1,0,0,40,33,2,0,0,0,0,0,2,0,0,0.0,0.0,2,2,2,0,6,6,0,22,22,0,14.0,14.0,0.0,0,legitimate
0,1,0,0,0,0,0,56,28,2,0,0,0,0,1,5,1,0,0.0,0.0,2,1,5,3,3,3,4,20,20,7,8.0,11.5,5.666666667,1,phishing
1,0,0,0,0,0,0,123,46,5,0,1,2,3,2,4,1,1,0.195121951,0.0,3,1,13,5,2,3,2,17,13,17,7.461538462,7.6,7.375,0,phishing
0,0,0,1,1,0,0,48,20,3,0,0,0,0,1,5,0,0,0.166666667,0.0,3,0,7,1,2,7,2,8,8,4,4.285714286,7.5,3.0,0,phishing
0,1,0,0,1,0,0,26,19,2,0,0,0,0,0,2,0,0,0.0,0.0,2,1,2,0,6,6,0,8,8,0,7.0,7.0,0.0,0,legitimate
0,0,0,0,1,0,0,35,16,2,0,0,0,0,0,3,1,0,0.0,0.0,2,0,3,4,3,3,10,10,8,10,7.0,5.5,10.0,0,legitimate
0,1,0,0,0,0,0,55,24,3,0,0,0,0,1,5,0,0,0.0,0.0,3,0,6,1,2,4,2,12,12,9,6.0,8.0,5.0,0,legitimate
1,1,0,0,0,0,0,72,9,1,0,0,0,0,0,5,0,0,0.291666667,0.0,1,2,4,6,4,5,4,40,5,40,14.5,5.0,17.66666667,0,phishing
0,1,0,0,0,0,0,18,10,1,0,0,0,0,0,3,0,0,0.0,0.0,1,1,1,0,6,6,0,6,6,0,6.0,6.0,0.0,0,phishing
0,1,0,0,0,0,0,52,20,2,3,0,0,0,0,4,1,0,0.038461538,0.0,2,1,6,3,2,3,2,12,12,8,5.833333333,7.5,5.0,0,legitimate
0,1,0,0,0,0,0,21,13,2,0,0,0,0,0,3,1,0,0.0,0.0,2,1,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,legitimate
0,0,0,0,1,0,0,50,16,2,0,0,0,0,1,4,0,1,0.0,0.0,2,0,5,1,2,2,4,11,9,11,6.8,5.5,7.666666667,0,legitimate
0,0,0,0,0,0,0,57,17,2,0,0,0,0,4,4,1,0,0.0,0.0,2,2,8,5,2,3,2,9,9,7,4.75,6.0,4.333333333,0,legitimate
0,1,0,0,0,0,0,60,24,2,1,0,0,0,0,4,0,0,0.166666667,0.0,2,0,5,1,3,4,3,15,15,13,9.0,9.5,8.666666667,0,phishing
1,1,0,0,0,0,0,54,13,3,0,0,0,0,2,4,1,0,0.111111111,0.0,3,1,7,3,1,3,1,13,5,13,5.285714286,4.0,5.8,0,legitimate
0,1,0,0,0,0,0,44,17,3,0,0,0,0,0,5,1,0,0.0,0.0,3,1,6,3,1,3,1,9,9,7,4.666666667,6.0,4.0,0,legitimate
0,1,0,0,0,0,0,23,16,2,0,0,0,0,0,2,0,0,0.0,0.0,2,0,2,0,3,3,0,9,9,0,6.0,6.0,0.0,0,phishing
1,0,0,1,0,0,0,83,23,1,2,1,3,4,0,5,0,0,0.228915663,0.0,1,0,13,3,1,2,1,10,10,8,4.461538462,5.666666667,4.1,0,phishing
