ip,https_token,tld_in_path,abnormal_subdomain,prefix_suffix,shortening_service,suspicious_tld,statistical_report,length_url,length_hostname,nb_dots,nb_hyphens,nb_qm,nb_percent,nb_slash,nb_www,http_in_path,ratio_digits_url,ratio_digits_host,char_repeat,avg_words_raw,avg_word_host,avg_word_path,phish_hints,status
0,1,0,0,0,0,0,0,67,22,3,0,0,0,6,1,0,0.0,0.0,33,7.142857143,8.5,6.6,0,phishing
0,1,0,0,0,0,0,0,69,38,3,2,0,0,3,0,0,0.0,0.0,0,8.833333333,16.5,5.0,0,phishing
0,1,0,0,0,0,0,0,54,16,3,3,0,0,3,0,0,0.0,0.0,0,5.285714286,5.5,5.2,0,legitimate
0,0,0,0,0,0,0,0,73,18,2,4,0,0,4,1,0,0.02739726,0.0,5,6.75,6.5,6.833333333,0,legitimate
0,0,0,0,0,0,0,0,44,16,2,0,0,0,4,0,0,0.0,0.0,0,5.6,5.5,5.666666667,0,legitimate
0,0,0,0,0,0,0,0,71,7,3,2,1,0,5,0,1,0.014084507,0.0,1,5.555555556,4.0,5.75,0,phishing
0,1,0,0,0,0,0,0,32,25,2,0,0,0,2,0,0,0.0,0.0,0,10.5,10.5,0.0,0,phishing
0,0,1,0,1,1,0,0,122,29,2,1,0,0,7,0,0,0.073770492,0.0,0,8.909090909,7.666666667,9.375,1,phishing
1,1,0,0,1,0,0,0,76,50,4,1,0,0,4,0,0,0.118421053,0.0,2,8.428571429,8.4,8.5,0,phishing
0,1,1,0,1,1,0,0,138,27,2,2,1,0,7,0,0,0.036231884,0.0,3,8.692307692,7.0,9.2,0,phishing
0,1,0,0,0,0,0,0,61,12,1,6,0,0,4,0,0,0.0,0.0,1,5.25,8.0,4.857142857,0,legitimate
1,0,0,0,0,0,0,0,100,18,3,4,0,0,3,1,0,0.12,0.0,6,7.181818182,7.0,7.222222222,0,legitimate
0,1,0,0,0,1,0,0,32,25,2,0,0,0,2,0,0,0.03125,0.04,1,10.0,10.0,0.0,0,phishing
0,1,0,0,0,1,0,0,19,6,1,0,0,0,3,0,0,0.0,0.0,0,4.0,3.0,5.0,0,phishing
0,1,0,0,0,0,0,0,72,17,5,4,0,0,6,0,0,0.222222222,0.0,0,4.0,3.0,4.333333333,0,legitimate
0,1,0,0,0,0,0,0,52,23,2,0,0,1,4,1,0,0.038461538,0.0,4,7.4,9.0,6.333333333,0,legitimate
0,1,0,0,0,0,0,0,27,14,2,0,0,0,3,1,0,0.0,0.0,3,4.666666667,4.5,5.0,0,legitimate
0,0,0,0,0,1,0,0,37,28,2,0,0,0,3,0,0,0.0,0.0,1,11.5,11.5,0.0,0,phishing
0,0,0,0,0,0,0,0,37,29,3,1,0,0,2,0,0,0.027027027,0.034482759,0,6.666666667,6.666666667,0.0,0,phishing
0,1,0,0,1,0,0,0,54,19,1,1,0,0,6,0,0,0.018518519,0.0,1,6.333333333,15.0,4.6,3,phishing
0,1,0,0,0,0,0,0,33,17,2,0,0,0,4,1,0,0.0,0.0,4,6.333333333,6.0,7.0,0,legitimate
0,1,0,0,1,1,0,0,49,24,2,1,0,0,5,0,0,0.0,0.0,0,6.6,9.5,4.666666667,0,legitimate
0,0,0,0,0,1,0,0,50,23,3,0,0,0,5,0,0,0.12,0.0,2,5.5,9.0,3.75,0,phishing
0,1,0,0,0,0,0,0,29,16,2,0,0,0,3,0,0,0.0,0.0,1,5.333333333,12.0,2.0,0,phishing
0,1,0,0,0,0,0,0,30,22,2,0,0,0,3,1,0,0.0,0.0,4,8.5,8.5,0.0,0,legitimate
1,0,0,0,1,0,0,0,139,54,5,1,1,0,4,1,0,0.115107914,0.0,7,8.0,7.5,8.375,0,phishing
0,0,0,0,0,0,0,0,61,16,2,4,0,0,3,1,0,0.098360656,0.0,5,6.142857143,5.5,6.4,0,legitimate
0,0,0,0,0,0,0,0,82,16,2,0,1,0,6,0,0,0.048780488,0.0,3,6.888888889,5.5,7.285714286,1,phishing
0,0,0,0,1,0,0,0,39,18,1,1,0,0,4,0,0,0.0,0.0,1,6.0,14.0,3.333333333,2,phishing
0,0,0,0,1,0,0,0,105,15,2,1,1,0,6,0,0,0.038095238,0.0,4,7.545454545,5.0,8.111111111,1,phishing
0,1,0,0,0,0,0,0,82,20,3,0,0,0,8,0,0,0.036585366,0.0,2,5.9,6.0,5.875,0,legitimate
0,1,0,0,0,1,0,0,41,34,2,0,0,0,2,0,0,0.0,0.0,1,14.5,14.5,0.0,0,legitimate
0,0,0,0,1,0,0,0,25,16,2,1,0,0,3,1,0,0.0,0.0,3,3.666666667,3.666666667,0.0,0,legitimate
0,0,0,0,0,0,0,0,56,21,3,2,0,0,3,1,0,0.0,0.0,3,6.5,8.0,5.75,0,legitimate
1,1,0,0,0,1,0,0,47,31,5,0,0,0,3,0,0,0.212765957,0.322580645,8,5.166666667,6.0,3.5,0,phishing
0,1,0,0,0,0,0,0,47,13,3,0,0,0,6,1,0,0.0,0.0,6,4.285714286,4.0,4.4,1,phishing
0,1,0,0,0,0,0,0,42,13,2,0,0,0,6,0,0,0.0,0.0,1,6.25,7.0,6.0,0,phishing
0,1,1,0,0,0,0,0,64,32,2,0,0,0,5,0,0,0.046875,0.09375,4,9.6,13.5,7.0,0,phishing
0,1,0,0,1,0,0,0,45,14,3,1,1,0,4,1,0,0.0,0.0,3,3.375,2.666666667,3.8,0,legitimate
0,0,0,0,0,0,0,0,36,20,3,0,0,0,3,1,0,0.0,0.0,5,5.25,7.5,3.0,0,phishing
0,0,0,0,0,0,0,0,33,24,2,0,0,0,3,1,0,0.0,0.0,3,9.5,9.5,0.0,0,legitimate
0,1,0,0,0,0,0,0,36,9,1,0,0,0,5,0,0,0.111111111,0.0,1,5.5,5.0,5.666666667,0,legitimate
0,1,0,0,0,0,0,0,44,21,4,0,0,0,4,1,0,0.022727273,0.0,3,4.666666667,5.0,4.333333333,0,legitimate
0,1,0,0,0,1,0,0,39,32,2,0,0,0,2,0,0,0.025641026,0.03125,0,13.5,13.5,0.0,0,phishing
0,0,0,0,0,1,0,0,27,15,2,0,0,0,4,1,0,0.0,0.0,3,4.0,5.0,2.0,0,legitimate
0,0,0,0,0,0,0,0,22,13,1,0,0,0,3,0,0,0.0,0.0,1,10.0,10.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,25,17,2,0,0,0,3,1,0,0.0,0.0,4,6.5,6.5,0.0,0,legitimate
0,0,0,0,0,0,0,0,55,16,2,4,0,0,5,1,0,0.018181818,0.0625,3,4.375,5.5,4.0,0,legitimate
0,1,0,0,0,0,0,0,22,15,1,0,0,0,2,0,0,0.0,0.0,1,11.0,11.0,0.0,0,legitimate
1,1,1,1,0,0,0,2,50,13,5,0,0,0,5,1,0,0.2,0.769230769,5,3.461538462,2.5,3.888888889,1,phishing
0,1,0,0,1,0,0,0,64,14,2,2,0,0,7,1,0,0.0,0.0,4,5.625,4.5,6.0,0,legitimate
0,0,0,0,1,0,0,0,62,11,2,2,0,0,6,1,0,0.0,0.0,6,5.5,3.5,6.166666667,0,legitimate
0,1,0,0,0,0,0,0,75,25,4,0,1,0,6,1,0,0.026666667,0.0,3,5.6,10.5,4.375,1,phishing
0,1,0,0,0,0,0,0,26,13,2,0,0,0,3,1,0,0.076923077,0.0,3,4.666666667,4.5,5.0,0,phishing
0,0,0,0,0,0,0,0,43,15,2,0,0,0,4,1,0,0.0,0.0,3,7.0,5.0,9.0,0,legitimate
0,0,1,0,0,0,0,0,169,14,5,0,1,0,9,1,1,0.023668639,0.0,9,4.535714286,4.5,4.538461538,1,phishing
1,1,1,0,1,1,0,0,160,21,3,1,1,0,6,1,0,0.1,0.0,9,10.38461538,8.0,10.81818182,2,phishing
0,0,0,0,0,0,0,0,67,11,1,7,0,0,7,0,0,0.164179104,0.181818182,3,3.583333333,7.0,3.272727273,0,legitimate
0,1,0,0,0,0,0,0,79,15,2,1,0,4,5,0,0,0.101265823,0.0,1,6.555555556,11.0,6.0,1,phishing
0,1,0,0,1,0,0,0,42,16,3,2,0,0,3,1,0,0.0,0.0,4,4.333333333,3.333333333,5.333333333,0,legitimate
0,1,0,0,0,0,0,0,46,14,1,0,0,0,5,0,0,0.0,0.0,4,8.0,10.0,7.333333333,0,phishing
0,0,0,0,0,0,0,0,56,16,2,0,0,0,4,0,0,0.0,0.0,0,5.428571429,5.5,5.4,0,legitimate
0,1,0,0,0,0,0,0,32,24,2,0,0,0,3,0,0,0.0,0.0,1,9.5,9.5,0.0,0,phishing
1,0,0,0,0,0,0,0,124,46,5,0,1,0,5,1,0,0.225806452,0.0,8,7.461538462,7.6,7.375,0,phishing
0,1,0,0,0,0,0,0,66,20,3,0,0,0,5,1,0,0.0,0.0,3,8.333333333,7.5,8.75,0,legitimate
0,0,0,0,0,0,0,0,33,16,2,0,0,0,4,0,0,0.0,0.0,0,4.5,5.5,3.5,0,legitimate
0,1,0,0,1,0,0,0,30,15,3,1,0,0,4,0,0,0.0,0.0,2,3.5,5.0,2.0,1,phishing
0,0,0,0,0,0,0,0,90,15,2,7,0,0,4,1,0,0.0,0.0,4,6.181818182,5.0,6.444444444,0,legitimate
0,0,0,1,0,0,0,0,38,25,2,0,0,0,4,0,0,0.210526316,0.32,2,8.0,10.5,3.0,0,phishing
0,0,0,0,0,0,0,0,36,22,2,0,0,0,4,1,0,0.0,0.0,3,7.0,8.5,4.0,0,legitimate
0,0,0,0,0,1,0,0,51,15,2,3,0,0,5,1,0,0.058823529,0.0,4,4.0,5.0,3.666666667,0,legitimate
0,0,0,0,0,0,0,0,27,15,2,0,0,0,4,1,0,0.0,0.0,3,4.0,5.0,2.0,0,legitimate
0,1,0,0,0,0,0,0,23,15,2,0,0,0,3,1,0,0.0,0.0,3,5.0,5.0,0.0,0,phishing
0,0,0,0,0,0,0,0,29,20,2,0,0,0,3,1,0,0.0,0.0,3,8.0,8.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,25,17,2,0,0,0,3,1,0,0.0,0.0,3,6.0,6.0,0.0,0,legitimate
1,1,0,0,1,0,0,0,165,23,6,4,0,0,9,1,0,0.078787879,0.0,4,8.5,7.5,8.642857143,3,phishing
0,0,0,0,0,0,0,0,54,26,2,1,0,0,3,1,0,0.0,0.0,3,9.75,10.5,9.0,0,legitimate
0,0,0,0,1,0,0,0,72,24,3,2,0,0,5,0,0,0.041666667,0.0,1,4.083333333,6.0,3.444444444,0,legitimate
0,1,0,0,0,0,0,0,34,26,2,0,0,0,3,0,0,0.088235294,0.115384615,4,10.5,10.5,0.0,0,phishing
0,0,0,0,0,0,0,0,58,19,3,0,0,0,5,1,0,0.0,0.0,4,6.833333333,7.0,6.75,0,legitimate
0,1,0,0,0,0,0,0,60,27,3,0,0,0,5,0,0,0.0,0.0,2,7.333333333,11.0,5.5,0,phishing
0,1,0,0,0,0,0,0,61,20,4,0,0,0,6,1,0,0.016393443,0.0,5,4.444444444,6.5,3.857142857,0,legitimate
0,0,0,0,0,0,0,0,27,18,2,0,0,0,3,1,0,0.037037037,0.055555556,4,6.5,6.5,0.0,0,legitimate
0,1,0,0,0,0,0,0,49,13,3,1,0,0,5,1,0,0.020408163,0.0,3,5.166666667,3.0,6.25,0,legitimate
0,1,0,0,0,0,0,0,45,37,1,0,0,0,3,0,0,0.0,0.0,0,31.0,31.0,0.0,0,phishing
0,1,0,0,1,0,0,0,126,14,4,3,0,0,10,1,0,0.03968254,0.0,6,6.666666667,4.5,7.0,2,phishing
0,1,0,0,0,0,0,0,66,23,5,0,1,0,3,0,0,0.0,0.0,0,5.222222222,9.0,4.142857143,0,phishing
1,1,0,0,0,0,0,0,68,42,4,0,0,0,4,0,0,0.102941176,0.0,3,8.666666667,8.75,8.5,0,phishing
0,1,0,0,0,0,1,0,34,26,2,0,0,0,3,1,0,0.0,0.0,4,8.5,8.5,0.0,1,legitimate
0,1,0,0,0,0,0,0,81,12,4,2,0,0,6,1,0,0.061728395,0.166666667,4,6.1,3.5,6.75,0,phishing
0,1,0,0,0,0,0,0,22,14,2,0,0,0,3,1,0,0.0,0.0,3,4.5,4.5,0.0,1,legitimate
0,1,0,0,0,0,0,0,42,11,2,1,0,0,4,0,0,0.0,0.0,1,5.4,3.0,7.0,0,legitimate
0,0,1,0,0,0,0,0,31,13,2,0,0,0,3,1,0,0.0,0.0,4,5.666666667,4.0,9.0,1,legitimate
1,0,0,0,1,0,0,0,107,18,2,10,0,0,5,0,0,0.186915888,0.0,3,5.4,6.5,5.230769231,0,legitimate
0,0,0,0,0,0,0,0,28,19,2,0,0,0,3,1,0,0.0,0.0,4,7.0,7.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,29,20,2,0,0,0,3,1,0,0.0,0.0,3,7.5,7.5,0.0,0,legitimate
0,0,0,0,0,0,0,0,17,8,1,0,0,0,3,0,0,0.0,0.0,0,5.0,5.0,0.0,0,phishing
0,0,0,0,1,0,0,0,52,22,4,1,0,0,4,1,0,0.038461538,0.0,3,5.333333333,4.333333333,6.333333333,1,phishing
1,0,0,0,1,0,0,0,128,50,4,1,1,0,5,0,0,0.1875,0.0,4,7.769230769,8.4,7.375,0,phishing
1,0,1,0,0,0,0,0,64,22,3,0,0,0,5,0,0,0.109375,0.0,2,6.571428571,8.5,5.8,0,phishing
0,1,1,0,1,0,0,0,54,16,2,2,0,0,4,1,0,0.092592593,0.0,4,5.285714286,5.5,5.2,0,legitimate
0,1,0,0,0,0,0,0,25,12,1,0,0,0,4,0,0,0.0,0.0,1,6.0,8.0,4.0,0,phishing
0,0,0,0,0,0,0,0,48,16,2,0,0,0,6,1,0,0.0,0.0,4,6.2,5.5,6.666666667,1,phishing
0,1,0,0,1,0,0,0,56,26,2,1,0,0,4,1,0,0.0,0.0,4,8.2,6.666666667,10.5,0,legitimate
0,0,0,0,0,0,1,0,84,10,2,4,1,0,7,0,0,0.05952381,0.0,5,5.9,4.0,6.111111111,0,legitimate
0,1,0,0,1,0,0,0,80,13,3,1,0,0,9,1,0,0.0,0.0,3,4.833333333,4.0,5.0,4,phishing
0,0,0,0,0,0,0,0,52,16,2,2,0,0,4,0,0,0.0,0.0,2,5.833333333,5.5,6.0,2,phishing
0,1,0,0,0,0,0,0,18,6,1,0,0,0,3,0,0,0.055555556,0.0,0,3.5,3.0,4.0,0,phishing
0,0,1,0,0,0,0,0,71,21,2,4,0,0,5,1,0,0.0,0.0,4,6.375,8.0,5.833333333,0,legitimate
0,0,0,0,0,0,0,0,47,16,2,0,0,0,4,0,0,0.0,0.0,1,6.2,5.5,6.666666667,0,legitimate
1,1,0,0,0,0,0,0,105,23,3,0,1,0,3,0,0,0.123809524,0.0,1,8.4,9.0,8.25,0,phishing
0,1,0,0,1,0,0,0,39,22,3,1,0,0,3,0,0,0.051282051,0.090909091,0,4.8,5.333333333,4.0,1,phishing
0,1,0,0,0,1,0,0,36,14,1,0,0,0,5,0,0,0.0,0.0,6,5.25,10.0,3.666666667,1,phishing
1,1,0,0,0,0,0,0,68,42,4,0,0,0,4,0,0,0.191176471,0.0,3,8.666666667,8.75,8.5,0,phishing
0,1,0,0,0,1,0,0,29,17,2,0,0,0,4,1,0,0.0,0.0,4,5.0,6.0,3.0,0,legitimate
0,0,0,0,1,0,0,0,118,21,3,5,0,0,7,1,0,0.0,0.0,5,7.75,7.0,7.9,0,legitimate
0,0,0,0,0,0,0,0,34,25,2,0,0,0,3,0,0,0.0,0.0,0,10.0,10.0,0.0,0,phishing
0,0,0,0,0,0,0,0,99,22,2,9,0,0,5,0,0,0.060606061,0.0,1,5.285714286,8.5,4.75,0,legitimate
0,0,0,0,0,0,0,0,31,22,2,0,0,0,3,1,0,0.0,0.0,4,9.0,9.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,48,26,2,0,0,0,4,0,0,0.0,0.0,0,7.75,9.5,6.0,0,legitimate
1,1,0,0,1,0,0,0,49,31,2,1,0,0,5,0,0,0.142857143,0.193548387,1,6.6,8.333333333,4.0,0,phishing
0,0,0,0,0,0,0,0,36,27,2,0,0,0,3,1,0,0.0,0.0,4,11.0,11.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,25,18,2,0,0,0,2,0,0,0.0,0.0,1,6.5,6.5,0.0,0,legitimate
0,1,0,0,0,0,0,0,47,16,2,0,0,0,5,1,0,0.0,0.0,3,8.0,5.5,10.5,2,phishing
1,0,0,0,0,0,0,0,58,18,2,0,1,0,5,0,0,0.120689655,0.0,7,5.714285714,6.5,5.4,0,legitimate
0,0,0,0,0,0,0,2,37,10,2,2,0,0,3,0,0,0.0,0.0,0,4.4,3.0,5.333333333,0,phishing
0,0,0,0,0,0,0,0,25,12,1,0,0,0,3,0,0,0.12,0.0,0,9.0,9.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,31,16,2,0,0,0,4,1,0,0.0,0.0,3,4.25,5.5,3.0,0,legitimate
0,1,0,0,0,0,0,0,40,22,2,0,0,0,3,1,0,0.0,0.0,3,9.0,8.5,10.0,0,legitimate
0,0,0,0,0,0,0,0,62,13,2,5,0,0,5,1,0,0.129032258,0.0,6,4.1,4.0,4.125,0,legitimate
0,1,0,0,0,0,0,0,49,9,1,3,0,0,3,0,0,0.0,0.0,0,6.8,5.0,7.25,0,legitimate
0,0,0,0,0,0,0,0,25,16,2,0,0,0,3,1,0,0.0,0.0,4,6.0,6.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,41,16,2,0,0,0,4,0,0,0.0,0.0,0,5.0,5.5,4.666666667,0,legitimate
0,0,0,0,0,0,0,0,28,19,2,0,0,0,3,1,0,0.0,0.0,3,7.0,7.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,30,21,2,0,0,0,3,1,0,0.0,0.0,3,8.0,8.0,0.0,0,legitimate
1,1,0,0,0,0,0,0,52,16,2,1,0,0,4,1,0,0.192307692,0.0,11,7.4,5.5,8.666666667,0,legitimate
0,1,0,0,1,0,0,0,60,25,3,1,0,0,5,1,0,0.0,0.0,4,6.142857143,10.0,4.6,2,phishing
0,1,0,0,1,0,1,0,47,17,3,1,0,0,5,0,0,0.0,0.0,3,4.833333333,5.0,4.75,3,phishing
0,1,0,0,0,0,0,0,23,10,1,0,0,0,4,0,0,0.043478261,0.1,0,5.0,6.0,4.0,0,phishing
0,1,0,0,0,1,0,0,36,29,2,1,0,0,2,0,0,0.0,0.0,0,7.666666667,7.666666667,0.0,0,legitimate
0,1,0,0,0,0,0,2,74,13,2,5,0,0,6,1,0,0.0,0.0,4,5.3,4.0,5.625,0,legitimate
0,1,0,0,0,0,0,0,50,16,3,0,0,0,5,1,0,0.0,0.0,3,5.666666667,5.5,5.75,1,legitimate
0,0,0,0,1,0,1,0,59,26,4,1,1,0,5,0,0,0.0,0.0,2,4.625,9.5,3.0,2,phishing
0,0,0,0,0,0,0,0,43,12,3,0,0,0,4,0,0,0.0,0.0,0,5.2,7.0,4.75,0,phishing
0,1,0,0,0,0,0,0,49,18,4,0,0,0,5,0,0,0.020408163,0.0,1,5.166666667,5.5,5.0,0,legitimate
0,1,0,0,1,0,0,0,41,13,2,1,0,0,4,0,0,0.073170732,0.0,0,4.0,9.0,3.0,0,legitimate
0,1,0,0,1,0,0,0,46,13,3,1,0,0,7,1,0,0.0,0.0,3,3.375,2.333333333,4.0,0,legitimate
0,1,0,0,0,0,0,0,42,21,1,0,0,0,5,0,0,0.0,0.0,0,9.333333333,17.0,5.5,0,phishing
0,1,0,0,0,0,0,0,44,11,3,0,0,0,4,0,0,0.0,0.0,2,5.8,7.0,5.5,1,legitimate
0,1,0,0,0,0,0,0,33,14,2,0,0,0,3,0,0,0.0,0.0,0,6.666666667,10.0,5.0,0,legitimate
0,1,0,0,0,0,0,0,25,17,2,0,0,0,3,1,0,0.0,0.0,3,6.0,6.0,0.0,0,legitimate
0,1,1,0,0,0,0,0,61,20,3,0,0,0,4,1,0,0.0,0.0,3,6.142857143,7.5,5.6,0,legitimate
0,1,0,0,0,0,0,0,57,10,2,0,0,0,10,0,0,0.052631579,0.0,2,3.8,7.0,3.444444444,1,phishing
0,1,0,0,0,0,0,0,36,13,2,0,0,0,4,1,0,0.0,0.0,3,5.5,4.0,7.0,0,legitimate
0,1,0,0,0,1,0,0,56,39,5,2,0,0,3,0,0,0.107142857,0.153846154,2,4.75,5.0,4.0,0,phishing
0,0,0,0,0,0,0,0,35,26,2,0,0,0,3,1,0,0.0,0.0,3,10.5,10.5,0.0,0,legitimate
0,0,0,0,1,1,0,0,55,30,3,1,0,0,5,1,0,0.0,0.0,3,6.166666667,12.5,3.0,0,phishing
0,1,0,0,0,0,0,0,78,18,2,3,0,0,5,0,0,0.012820513,0.0,3,7.5,6.5,7.833333333,0,legitimate
0,1,0,0,0,0,0,0,47,17,3,1,0,0,3,1,0,0.085106383,0.235294118,5,6.4,6.0,6.666666667,0,legitimate
0,1,0,0,0,0,0,0,41,22,2,0,0,0,4,0,0,0.0,0.0,0,6.75,18.0,3.0,0,phishing
0,0,0,0,0,0,0,0,57,16,2,0,0,0,5,0,0,0.0,0.0,1,10.25,5.5,15.0,2,phishing
0,1,0,0,0,0,0,0,55,21,3,0,0,0,5,1,0,0.072727273,0.0,4,6.5,8.0,5.75,0,phishing
0,1,0,0,0,1,0,0,56,22,3,0,0,0,4,1,0,0.0,0.0,3,5.571428571,8.5,4.4,0,legitimate
0,1,0,0,0,0,0,0,39,22,2,0,0,0,3,1,0,0.0,0.0,4,8.666666667,8.5,9.0,0,legitimate
0,1,0,0,0,0,0,0,19,11,2,0,0,0,3,0,0,0.157894737,0.272727273,0,3.0,3.0,0.0,0,phishing
0,0,0,0,0,0,0,0,27,18,2,0,0,0,3,1,0,0.0,0.0,3,6.5,6.5,0.0,0,legitimate
0,0,0,0,0,0,0,0,37,28,2,0,0,0,3,1,0,0.0,0.0,4,11.0,11.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,42,16,2,0,0,0,4,0,0,0.0,0.0,1,5.2,5.5,5.0,0,legitimate
0,0,0,0,0,0,1,0,35,17,1,0,0,0,4,0,0,0.085714286,0.176470588,3,7.0,13.0,4.0,0,phishing
0,0,0,0,0,0,0,0,32,11,1,1,0,0,3,0,0,0.0,0.0,0,6.0,7.0,5.5,0,phishing
0,1,0,0,0,0,0,0,47,17,2,0,0,0,8,1,0,0.0,0.0,4,4.142857143,6.0,3.4,1,phishing
0,1,0,0,0,0,0,0,149,18,2,4,0,38,4,1,0,0.261744966,0.0,3,2.292682927,7.0,2.051282051,0,legitimate
0,0,0,0,1,1,0,0,121,31,2,2,0,0,7,0,0,0.066115702,0.0,0,7.916666667,8.333333333,7.777777778,0,phishing
0,1,0,0,1,0,0,0,65,15,2,1,0,1,6,1,0,0.046153846,0.0,3,5.875,5.0,6.166666667,0,phishing
0,0,0,0,0,0,0,0,204,20,2,1,0,0,4,0,0,0.137254902,0.0,3,47.25,8.0,86.5,0,phishing
0,1,0,0,0,0,0,0,15,7,1,0,0,0,3,0,0,0.0,0.0,0,4.0,4.0,0.0,0,legitimate
0,0,1,0,0,1,0,0,101,30,5,1,1,0,6,1,0,0.00990099,0.0,4,5.923076923,12.5,4.727272727,0,phishing
0,1,0,0,1,0,0,0,89,43,2,1,0,0,6,0,0,0.0,0.0,5,10.28571429,39.0,5.5,2,phishing
1,1,0,0,1,0,0,0,91,18,2,1,0,0,7,1,0,0.230769231,0.0,6,9.125,6.5,10.0,3,phishing
0,0,0,1,0,0,0,0,39,25,2,0,0,0,3,0,0,0.205128205,0.32,1,8.666666667,10.5,5.0,0,phishing
1,0,0,0,0,0,0,0,108,44,2,6,0,0,4,1,0,0.064814815,0.159090909,5,8.7,19.5,6.0,1,legitimate
0,0,0,0,0,0,0,0,58,14,2,0,1,0,3,0,0,0.155172414,0.0,1,14.0,8.0,17.0,0,phishing
0,1,1,0,0,0,0,0,58,21,2,0,0,0,3,1,0,0.0,0.0,4,7.0,8.0,6.5,0,legitimate
0,0,0,0,0,0,0,0,52,9,3,0,0,0,5,0,0,0.0,0.0,0,4.714285714,4.0,4.833333333,0,phishing
0,0,0,0,0,0,0,0,24,15,2,0,0,0,3,1,0,0.041666667,0.066666667,3,5.5,5.5,0.0,0,legitimate
0,0,0,0,0,0,0,0,28,19,3,0,0,0,3,1,0,0.0,0.0,4,6.0,6.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,73,13,2,5,0,0,8,1,0,0.150684932,0.0,4,4.166666667,4.0,4.2,0,legitimate
0,0,0,0,0,0,0,0,26,10,1,0,0,0,3,0,0,0.115384615,0.0,0,7.0,7.0,7.0,0,phishing
1,0,0,0,0,0,0,0,68,22,2,0,0,0,4,0,0,0.264705882,0.0,2,13.25,8.5,18.0,0,phishing
0,0,0,0,0,0,0,0,41,16,2,0,0,0,4,0,0,0.0,0.0,2,5.0,5.5,4.666666667,0,legitimate
0,0,0,0,0,0,0,0,33,14,1,0,0,0,4,0,0,0.0,0.0,0,6.333333333,10.0,4.5,0,legitimate
0,1,0,0,0,0,0,0,49,6,2,0,0,0,5,0,0,0.0,0.0,1,8.75,3.0,10.66666667,0,legitimate
0,1,0,0,0,0,0,0,26,18,3,0,0,0,3,1,0,0.0,0.0,3,5.0,5.0,0.0,0,legitimate
0,1,0,0,0,1,0,0,30,23,2,0,0,0,2,0,0,0.1,0.130434783,1,9.0,9.0,0.0,0,phishing
0,1,0,0,0,0,0,0,45,13,2,0,0,0,5,1,0,0.066666667,0.0,4,6.0,4.0,7.333333333,0,legitimate
1,1,0,0,0,0,0,0,84,20,2,0,0,2,5,0,0,0.25,0.0,2,10.83333333,13.0,10.4,0,phishing
0,1,0,0,0,0,0,0,55,19,2,1,0,0,4,0,0,0.181818182,0.0,0,8.2,7.5,8.666666667,0,phishing
1,0,0,0,1,0,0,0,128,50,4,1,1,0,5,0,0,0.1171875,0.0,2,7.769230769,8.4,7.375,0,phishing
0,1,0,0,0,0,0,0,49,15,3,0,0,0,6,0,0,0.040816327,0.0,1,5.0,8.0,4.4,0,phishing
0,1,0,0,0,0,0,0,69,61,7,0,0,0,3,0,0,0.057971014,0.06557377,6,7.428571429,7.428571429,0.0,0,phishing
0,0,0,0,0,1,0,0,105,18,2,0,1,0,4,0,0,0.085714286,0.0,3,7.545454545,6.5,7.777777778,0,phishing
0,1,0,0,0,0,0,0,47,21,2,0,0,0,4,0,0,0.127659574,0.285714286,0,8.5,8.5,8.5,0,phishing
0,1,0,0,0,0,0,0,64,26,3,2,0,0,3,1,0,0.0,0.0,3,8.0,10.5,6.75,0,legitimate
0,0,0,0,0,0,0,0,30,21,2,0,0,0,3,1,0,0.0,0.0,4,8.0,8.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,56,21,1,0,0,0,7,0,0,0.0,0.0,2,6.666666667,17.0,4.6,1,phishing
0,1,0,0,0,1,0,0,38,23,2,0,0,0,4,1,0,0.105263158,0.0,3,8.0,9.0,6.0,0,phishing
0,0,0,0,0,0,0,0,27,18,2,0,0,0,3,1,0,0.0,0.0,3,6.5,6.5,0.0,0,legitimate
0,0,0,0,0,0,0,0,71,19,2,3,0,0,6,1,0,0.0,0.0,4,6.375,7.0,6.166666667,0,legitimate
0,1,0,0,0,0,0,0,50,23,3,0,0,0,6,1,0,0.0,0.0,4,4.714285714,6.0,3.75,2,phishing
0,1,1,0,1,0,0,0,120,17,2,1,0,0,5,1,0,0.058333333,0.0,7,6.857142857,6.0,7.0,1,legitimate
0,0,0,0,1,0,0,0,68,9,1,4,0,0,8,0,0,0.117647059,0.0,0,4.272727273,6.0,4.1,0,legitimate
0,1,0,0,1,0,0,0,100,20,1,1,0,0,10,0,0,0.05,0.0,3,7.9,16.0,7.0,4,phishing
0,1,0,0,0,0,0,0,45,37,4,0,0,0,3,0,0,0.0,0.0,1,7.5,7.5,0.0,0,phishing
